,MSN,StateCode,Year,Amount,State,CO2 Emissions (Mmt),TotalNumberofInvestments,TotalAmountofAssistance
3548,PAPRB,KY,2017,14176,Kentucky,116.7819997,99,1948714
3549,PAPRP,KY,2017,2477,Kentucky,116.7819997,99,1948714
3550,REPRB,KY,2017,89649,Kentucky,116.7819997,99,1948714
3551,SOTCB,KY,2017,481,Kentucky,116.7819997,99,1948714
3552,TEPRB,KY,2017,1220228,Kentucky,116.7819997,99,1948714
3553,TETCB,KY,2017,1662333,Kentucky,116.7819997,99,1948714
3554,WDEXB,KY,2017,0,Kentucky,116.7819997,99,1948714
3555,WDPRB,KY,2017,33288,Kentucky,116.7819997,99,1948714
3556,WDTCB,KY,2017,33288,Kentucky,116.7819997,99,1948714
3557,WSTCB,KY,2017,1600,Kentucky,116.7819997,99,1948714
3558,WWPRB,KY,2017,34889,Kentucky,116.7819997,99,1948714
3559,WYTCB,KY,2017,0,Kentucky,116.7819997,99,1948714
3560,BDFDB,LA,2017,0,Louisiana,193.3738211,71,1216601
3561,BDPRP,LA,2017,0,Louisiana,193.3738211,71,1216601
3562,BFFDB,LA,2017,0,Louisiana,193.3738211,71,1216601
3563,BFPRP,LA,2017,0,Louisiana,193.3738211,71,1216601
3564,CLPRB,LA,2017,27892,Louisiana,193.3738211,71,1216601
3565,CLPRK,LA,2017,13.419,Louisiana,193.3738211,71,1216601
3566,CLPRP,LA,2017,2079,Louisiana,193.3738211,71,1216601
3567,COPRK,LA,2017,5.723,Louisiana,193.3738211,71,1216601
3568,EMFDB,LA,2017,0,Louisiana,193.3738211,71,1216601
3569,ENPRP,LA,2017,0,Louisiana,193.3738211,71,1216601
3570,GETCB,LA,2017,1842,Louisiana,193.3738211,71,1216601
3571,HYTCB,LA,2017,8349,Louisiana,193.3738211,71,1216601
3572,NCPRB,LA,2017,12149,Louisiana,193.3738211,71,1216601
3573,NGMPB,LA,2017,2238355,Louisiana,193.3738211,71,1216601
3574,NGMPK,LA,2017,1.046,Louisiana,193.3738211,71,1216601
3575,NGMPP,LA,2017,2139829,Louisiana,193.3738211,71,1216601
3576,NUETB,LA,2017,161171,Louisiana,193.3738211,71,1216601
3577,PAPRB,LA,2017,295015,Louisiana,193.3738211,71,1216601
3578,PAPRP,LA,2017,51549,Louisiana,193.3738211,71,1216601
3579,REPRB,LA,2017,142086,Louisiana,193.3738211,71,1216601
3580,SOTCB,LA,2017,1958,Louisiana,193.3738211,71,1216601
3581,TEPRB,LA,2017,2864519,Louisiana,193.3738211,71,1216601
3582,TETCB,LA,2017,4208312,Louisiana,193.3738211,71,1216601
3583,WDEXB,LA,2017,5951,Louisiana,193.3738211,71,1216601
3584,WDPRB,LA,2017,116924,Louisiana,193.3738211,71,1216601
3585,WDTCB,LA,2017,110973,Louisiana,193.3738211,71,1216601
3586,WSTCB,LA,2017,13013,Louisiana,193.3738211,71,1216601
3587,WWPRB,LA,2017,129937,Louisiana,193.3738211,71,1216601
3588,WYTCB,LA,2017,0,Louisiana,193.3738211,71,1216601
3589,BDFDB,MA,2017,110,Massachusetts,64.71316897,44,5852232
3590,BDPRP,MA,2017,20,Massachusetts,64.71316897,44,5852232
3591,BFFDB,MA,2017,110,Massachusetts,64.71316897,44,5852232
3592,BFPRP,MA,2017,20,Massachusetts,64.71316897,44,5852232
3593,CLPRB,MA,2017,0,Massachusetts,64.71316897,44,5852232
3594,CLPRK,MA,2017,0,Massachusetts,64.71316897,44,5852232
3595,CLPRP,MA,2017,0,Massachusetts,64.71316897,44,5852232
3596,COPRK,MA,2017,0,Massachusetts,64.71316897,44,5852232
3597,EMFDB,MA,2017,0,Massachusetts,64.71316897,44,5852232
3598,ENPRP,MA,2017,0,Massachusetts,64.71316897,44,5852232
3599,GETCB,MA,2017,859,Massachusetts,64.71316897,44,5852232
3600,HYTCB,MA,2017,9558,Massachusetts,64.71316897,44,5852232
3601,NCPRB,MA,2017,34093,Massachusetts,64.71316897,44,5852232
3602,NGMPB,MA,2017,0,Massachusetts,64.71316897,44,5852232
3603,NGMPK,MA,2017,0,Massachusetts,64.71316897,44,5852232
3604,NGMPP,MA,2017,0,Massachusetts,64.71316897,44,5852232
3605,NUETB,MA,2017,52788,Massachusetts,64.71316897,44,5852232
3606,PAPRB,MA,2017,0,Massachusetts,64.71316897,44,5852232
3607,PAPRP,MA,2017,0,Massachusetts,64.71316897,44,5852232
3608,REPRB,MA,2017,68467,Massachusetts,64.71316897,44,5852232
3609,SOTCB,MA,2017,21532,Massachusetts,64.71316897,44,5852232
3610,TEPRB,MA,2017,121256,Massachusetts,64.71316897,44,5852232
3611,TETCB,MA,2017,1431083,Massachusetts,64.71316897,44,5852232
3612,WDEXB,MA,2017,0,Massachusetts,64.71316897,44,5852232
3613,WDPRB,MA,2017,14920,Massachusetts,64.71316897,44,5852232
3614,WDTCB,MA,2017,14920,Massachusetts,64.71316897,44,5852232
3615,WSTCB,MA,2017,19345,Massachusetts,64.71316897,44,5852232
3616,WWPRB,MA,2017,34264,Massachusetts,64.71316897,44,5852232
3617,WYTCB,MA,2017,2143,Massachusetts,64.71316897,44,5852232
3618,BDFDB,MD,2017,0,Maryland,55.040273,48,6343700
3619,BDPRP,MD,2017,0,Maryland,55.040273,48,6343700
3620,BFFDB,MD,2017,0,Maryland,55.040273,48,6343700
3621,BFPRP,MD,2017,0,Maryland,55.040273,48,6343700
3622,CLPRB,MD,2017,42804,Maryland,55.040273,48,6343700
3623,CLPRK,MD,2017,23.67,Maryland,55.040273,48,6343700
3624,CLPRP,MD,2017,1808,Maryland,55.040273,48,6343700
3625,COPRK,MD,2017,0,Maryland,55.040273,48,6343700
3626,EMFDB,MD,2017,0,Maryland,55.040273,48,6343700
3627,ENPRP,MD,2017,0,Maryland,55.040273,48,6343700
3628,GETCB,MD,2017,570,Maryland,55.040273,48,6343700
3629,HYTCB,MD,2017,18108,Maryland,55.040273,48,6343700
3630,NCPRB,MD,2017,33197,Maryland,55.040273,48,6343700
3631,NGMPB,MD,2017,34,Maryland,55.040273,48,6343700
3632,NGMPK,MD,2017,1.047,Maryland,55.040273,48,6343700
3633,NGMPP,MD,2017,32,Maryland,55.040273,48,6343700
3634,NUETB,MD,2017,158004,Maryland,55.040273,48,6343700
3635,PAPRB,MD,2017,0,Maryland,55.040273,48,6343700
3636,PAPRP,MD,2017,0,Maryland,55.040273,48,6343700
3637,REPRB,MD,2017,55339,Maryland,55.040273,48,6343700
3638,SOTCB,MD,2017,9348,Maryland,55.040273,48,6343700
3639,TEPRB,MD,2017,256180,Maryland,55.040273,48,6343700
3640,TETCB,MD,2017,1346703,Maryland,55.040273,48,6343700
3641,WDEXB,MD,2017,0,Maryland,55.040273,48,6343700
3642,WDPRB,MD,2017,12954,Maryland,55.040273,48,6343700
3643,WDTCB,MD,2017,12954,Maryland,55.040273,48,6343700
3644,WSTCB,MD,2017,9188,Maryland,55.040273,48,6343700
3645,WWPRB,MD,2017,22142,Maryland,55.040273,48,6343700
3646,WYTCB,MD,2017,5172,Maryland,55.040273,48,6343700
3647,BDFDB,ME,2017,55,Maine,15.37643854,42,2223059
3648,BDPRP,ME,2017,10,Maine,15.37643854,42,2223059
3649,BFFDB,ME,2017,55,Maine,15.37643854,42,2223059
3650,BFPRP,ME,2017,10,Maine,15.37643854,42,2223059
3651,CLPRB,ME,2017,0,Maine,15.37643854,42,2223059
3652,CLPRK,ME,2017,0,Maine,15.37643854,42,2223059
3653,CLPRP,ME,2017,0,Maine,15.37643854,42,2223059
3654,COPRK,ME,2017,0,Maine,15.37643854,42,2223059
3655,EMFDB,ME,2017,0,Maine,15.37643854,42,2223059
3656,ENPRP,ME,2017,0,Maine,15.37643854,42,2223059
3657,GETCB,ME,2017,72,Maine,15.37643854,42,2223059
3658,HYTCB,ME,2017,31221,Maine,15.37643854,42,2223059
3659,NCPRB,ME,2017,53363,Maine,15.37643854,42,2223059
3660,NGMPB,ME,2017,0,Maine,15.37643854,42,2223059
3661,NGMPK,ME,2017,0,Maine,15.37643854,42,2223059
3662,NGMPP,ME,2017,0,Maine,15.37643854,42,2223059
3663,NUETB,ME,2017,0,Maine,15.37643854,42,2223059
3664,PAPRB,ME,2017,0,Maine,15.37643854,42,2223059
3665,PAPRP,ME,2017,0,Maine,15.37643854,42,2223059
3666,REPRB,ME,2017,148038,Maine,15.37643854,42,2223059
3667,SOTCB,ME,2017,577,Maine,15.37643854,42,2223059
3668,TEPRB,ME,2017,148038,Maine,15.37643854,42,2223059
3669,TETCB,ME,2017,384730,Maine,15.37643854,42,2223059
3670,WDEXB,ME,2017,0,Maine,15.37643854,42,2223059
3671,WDPRB,ME,2017,91105,Maine,15.37643854,42,2223059
3672,WDTCB,ME,2017,91105,Maine,15.37643854,42,2223059
3673,WSTCB,ME,2017,3515,Maine,15.37643854,42,2223059
3674,WWPRB,ME,2017,94619,Maine,15.37643854,42,2223059
3675,WYTCB,ME,2017,21493,Maine,15.37643854,42,2223059
3676,BDFDB,MI,2017,1269,Michigan,155.6806782,37,1287282
3677,BDPRP,MI,2017,234,Michigan,155.6806782,37,1287282
3678,BFFDB,MI,2017,47787,Michigan,155.6806782,37,1287282
3679,BFPRP,MI,2017,8392,Michigan,155.6806782,37,1287282
3680,CLPRB,MI,2017,0,Michigan,155.6806782,37,1287282
3681,CLPRK,MI,2017,0,Michigan,155.6806782,37,1287282
3682,CLPRP,MI,2017,0,Michigan,155.6806782,37,1287282
3683,COPRK,MI,2017,5.723,Michigan,155.6806782,37,1287282
3684,EMFDB,MI,2017,46518,Michigan,155.6806782,37,1287282
3685,ENPRP,MI,2017,8158,Michigan,155.6806782,37,1287282
3686,GETCB,MI,2017,5193,Michigan,155.6806782,37,1287282
3687,HYTCB,MI,2017,15468,Michigan,155.6806782,37,1287282
3688,NCPRB,MI,2017,70181,Michigan,155.6806782,37,1287282
3689,NGMPB,MI,2017,102619,Michigan,155.6806782,37,1287282
3690,NGMPK,MI,2017,1.064,Michigan,155.6806782,37,1287282
3691,NGMPP,MI,2017,96451,Michigan,155.6806782,37,1287282
3692,NUETB,MI,2017,338675,Michigan,155.6806782,37,1287282
3693,PAPRB,MI,2017,31597,Michigan,155.6806782,37,1287282
3694,PAPRP,MI,2017,5521,Michigan,155.6806782,37,1287282
3695,REPRB,MI,2017,225919,Michigan,155.6806782,37,1287282
3696,SOTCB,MI,2017,1692,Michigan,155.6806782,37,1287282
3697,TEPRB,MI,2017,698809,Michigan,155.6806782,37,1287282
3698,TETCB,MI,2017,2798055,Michigan,155.6806782,37,1287282
3699,WDEXB,MI,2017,0,Michigan,155.6806782,37,1287282
3700,WDPRB,MI,2017,85599,Michigan,155.6806782,37,1287282
3701,WDTCB,MI,2017,85599,Michigan,155.6806782,37,1287282
3702,WSTCB,MI,2017,22352,Michigan,155.6806782,37,1287282
3703,WWPRB,MI,2017,107951,Michigan,155.6806782,37,1287282
3704,WYTCB,MI,2017,47827,Michigan,155.6806782,37,1287282
3705,BDFDB,MN,2017,8987,Minnesota,91.27720044,74,2726558
3706,BDPRP,MN,2017,1654,Minnesota,91.27720044,74,2726558
3707,BFFDB,MN,2017,171550,Minnesota,91.27720044,74,2726558
3708,BFPRP,MN,2017,30163,Minnesota,91.27720044,74,2726558
3709,CLPRB,MN,2017,0,Minnesota,91.27720044,74,2726558
3710,CLPRK,MN,2017,0,Minnesota,91.27720044,74,2726558
3711,CLPRP,MN,2017,0,Minnesota,91.27720044,74,2726558
3712,COPRK,MN,2017,0,Minnesota,91.27720044,74,2726558
3713,EMFDB,MN,2017,162563,Minnesota,91.27720044,74,2726558
3714,ENPRP,MN,2017,28509,Minnesota,91.27720044,74,2726558
3715,GETCB,MN,2017,1075,Minnesota,91.27720044,74,2726558
3716,HYTCB,MN,2017,11587,Minnesota,91.27720044,74,2726558
3717,NCPRB,MN,2017,121517,Minnesota,91.27720044,74,2726558
3718,NGMPB,MN,2017,0,Minnesota,91.27720044,74,2726558
3719,NGMPK,MN,2017,0,Minnesota,91.27720044,74,2726558
3720,NGMPP,MN,2017,0,Minnesota,91.27720044,74,2726558
3721,NUETB,MN,2017,145426,Minnesota,91.27720044,74,2726558
3722,PAPRB,MN,2017,0,Minnesota,91.27720044,74,2726558
3723,PAPRP,MN,2017,0,Minnesota,91.27720044,74,2726558
3724,REPRB,MN,2017,363504,Minnesota,91.27720044,74,2726558
3725,SOTCB,MN,2017,6247,Minnesota,91.27720044,74,2726558
3726,TEPRB,MN,2017,508930,Minnesota,91.27720044,74,2726558
3727,TETCB,MN,2017,1862210,Minnesota,91.27720044,74,2726558
3728,WDEXB,MN,2017,0,Minnesota,91.27720044,74,2726558
3729,WDPRB,MN,2017,56284,Minnesota,91.27720044,74,2726558
3730,WDTCB,MN,2017,56284,Minnesota,91.27720044,74,2726558
3731,WSTCB,MN,2017,14153,Minnesota,91.27720044,74,2726558
3732,WWPRB,MN,2017,70437,Minnesota,91.27720044,74,2726558
3733,WYTCB,MN,2017,102608,Minnesota,91.27720044,74,2726558
3734,BDFDB,MO,2017,22091,Missouri,124.5052275,316,4957942
3735,BDPRP,MO,2017,4066,Missouri,124.5052275,316,4957942
3736,BFFDB,MO,2017,61025,Missouri,124.5052275,316,4957942
3737,BFPRP,MO,2017,10894,Missouri,124.5052275,316,4957942
3738,CLPRB,MO,2017,5321,Missouri,124.5052275,316,4957942
3739,CLPRK,MO,2017,21.776,Missouri,124.5052275,316,4957942
3740,CLPRP,MO,2017,244,Missouri,124.5052275,316,4957942
3741,COPRK,MO,2017,5.723,Missouri,124.5052275,316,4957942
3742,EMFDB,MO,2017,38934,Missouri,124.5052275,316,4957942
3743,ENPRP,MO,2017,6828,Missouri,124.5052275,316,4957942
3744,GETCB,MO,2017,352,Missouri,124.5052275,316,4957942
3745,HYTCB,MO,2017,10886,Missouri,124.5052275,316,4957942
3746,NCPRB,MO,2017,32395,Missouri,124.5052275,316,4957942
3747,NGMPB,MO,2017,1,Missouri,124.5052275,316,4957942
3748,NGMPK,MO,2017,1.01,Missouri,124.5052275,316,4957942
3749,NGMPP,MO,2017,1,Missouri,124.5052275,316,4957942
3750,NUETB,MO,2017,86853,Missouri,124.5052275,316,4957942
3751,PAPRB,MO,2017,664,Missouri,124.5052275,316,4957942
3752,PAPRP,MO,2017,116,Missouri,124.5052275,316,4957942
3753,REPRB,MO,2017,116838,Missouri,124.5052275,316,4957942
3754,SOTCB,MO,2017,2433,Missouri,124.5052275,316,4957942
3755,TEPRB,MO,2017,209676,Missouri,124.5052275,316,4957942
3756,TETCB,MO,2017,1742207,Missouri,124.5052275,316,4957942
3757,WDEXB,MO,2017,0,Missouri,124.5052275,316,4957942
3758,WDPRB,MO,2017,19183,Missouri,124.5052275,316,4957942
3759,WDTCB,MO,2017,19183,Missouri,124.5052275,316,4957942
3760,WSTCB,MO,2017,4235,Missouri,124.5052275,316,4957942
3761,WWPRB,MO,2017,23417,Missouri,124.5052275,316,4957942
3762,WYTCB,MO,2017,18724,Missouri,124.5052275,316,4957942
3763,BDFDB,MS,2017,6733,Mississippi,60.46289527,379,2686540
3764,BDPRP,MS,2017,1239,Mississippi,60.46289527,379,2686540
3765,BFFDB,MS,2017,13572,Mississippi,60.46289527,379,2686540
3766,BFPRP,MS,2017,2439,Mississippi,60.46289527,379,2686540
3767,CLPRB,MS,2017,32019,Mississippi,60.46289527,379,2686540
3768,CLPRK,MS,2017,12.298,Mississippi,60.46289527,379,2686540
3769,CLPRP,MS,2017,2604,Mississippi,60.46289527,379,2686540
3770,COPRK,MS,2017,5.723,Mississippi,60.46289527,379,2686540
3771,EMFDB,MS,2017,6839,Mississippi,60.46289527,379,2686540
3772,ENPRP,MS,2017,1199,Mississippi,60.46289527,379,2686540
3773,GETCB,MS,2017,958,Mississippi,60.46289527,379,2686540
3774,HYTCB,MS,2017,0,Mississippi,60.46289527,379,2686540
3775,NCPRB,MS,2017,1861,Mississippi,60.46289527,379,2686540
3776,NGMPB,MS,2017,39719,Mississippi,60.46289527,379,2686540
3777,NGMPK,MS,2017,1.033,Mississippi,60.46289527,379,2686540
3778,NGMPP,MS,2017,38438,Mississippi,60.46289527,379,2686540
3779,NUETB,MS,2017,77027,Mississippi,60.46289527,379,2686540
3780,PAPRB,MS,2017,101772,Mississippi,60.46289527,379,2686540
3781,PAPRP,MS,2017,17783,Mississippi,60.46289527,379,2686540
3782,REPRB,MS,2017,71032,Mississippi,60.46289527,379,2686540
3783,SOTCB,MS,2017,903,Mississippi,60.46289527,379,2686540
3784,TEPRB,MS,2017,321569,Mississippi,60.46289527,379,2686540
3785,TETCB,MS,2017,1068298,Mississippi,60.46289527,379,2686540
3786,WDEXB,MS,2017,7511,Mississippi,60.46289527,379,2686540
3787,WDPRB,MS,2017,53355,Mississippi,60.46289527,379,2686540
3788,WDTCB,MS,2017,45845,Mississippi,60.46289527,379,2686540
3789,WSTCB,MS,2017,2243,Mississippi,60.46289527,379,2686540
3790,WWPRB,MS,2017,55599,Mississippi,60.46289527,379,2686540
3791,WYTCB,MS,2017,0,Mississippi,60.46289527,379,2686540
3792,BDFDB,MT,2017,2,Montana,31.25081171,93,1091494
3793,BDPRP,MT,2017,0,Montana,31.25081171,93,1091494
3794,BFFDB,MT,2017,2,Montana,31.25081171,93,1091494
3795,BFPRP,MT,2017,0,Montana,31.25081171,93,1091494
3796,CLPRB,MT,2017,624772,Montana,31.25081171,93,1091494
3797,CLPRK,MT,2017,17.733,Montana,31.25081171,93,1091494
3798,CLPRP,MT,2017,35232,Montana,31.25081171,93,1091494
3799,COPRK,MT,2017,5.723,Montana,31.25081171,93,1091494
3800,EMFDB,MT,2017,0,Montana,31.25081171,93,1091494
3801,ENPRP,MT,2017,0,Montana,31.25081171,93,1091494
3802,GETCB,MT,2017,337,Montana,31.25081171,93,1091494
3803,HYTCB,MT,2017,100850,Montana,31.25081171,93,1091494
3804,NCPRB,MT,2017,121314,Montana,31.25081171,93,1091494
3805,NGMPB,MT,2017,50821,Montana,31.25081171,93,1091494
3806,NGMPK,MT,2017,1.097,Montana,31.25081171,93,1091494
3807,NGMPP,MT,2017,46311,Montana,31.25081171,93,1091494
3808,NUETB,MT,2017,0,Montana,31.25081171,93,1091494
3809,PAPRB,MT,2017,118586,Montana,31.25081171,93,1091494
3810,PAPRP,MT,2017,20721,Montana,31.25081171,93,1091494
3811,REPRB,MT,2017,136249,Montana,31.25081171,93,1091494
3812,SOTCB,MT,2017,275,Montana,31.25081171,93,1091494
3813,TEPRB,MT,2017,930429,Montana,31.25081171,93,1091494
3814,TETCB,MT,2017,422863,Montana,31.25081171,93,1091494
3815,WDEXB,MT,2017,0,Montana,31.25081171,93,1091494
3816,WDPRB,MT,2017,14543,Montana,31.25081171,93,1091494
3817,WDTCB,MT,2017,14543,Montana,31.25081171,93,1091494
3818,WSTCB,MT,2017,389,Montana,31.25081171,93,1091494
3819,WWPRB,MT,2017,14933,Montana,31.25081171,93,1091494
3820,WYTCB,MT,2017,19852,Montana,31.25081171,93,1091494
3821,BDFDB,NC,2017,222,North Carolina,121.1493749,149,235434075
3822,BDPRP,NC,2017,41,North Carolina,121.1493749,149,235434075
3823,BFFDB,NC,2017,222,North Carolina,121.1493749,149,235434075
3824,BFPRP,NC,2017,41,North Carolina,121.1493749,149,235434075
3825,CLPRB,NC,2017,0,North Carolina,121.1493749,149,235434075
3826,CLPRK,NC,2017,0,North Carolina,121.1493749,149,235434075
3827,CLPRP,NC,2017,0,North Carolina,121.1493749,149,235434075
3828,COPRK,NC,2017,0,North Carolina,121.1493749,149,235434075
3829,EMFDB,NC,2017,0,North Carolina,121.1493749,149,235434075
3830,ENPRP,NC,2017,0,North Carolina,121.1493749,149,235434075
3831,GETCB,NC,2017,967,North Carolina,121.1493749,149,235434075
3832,HYTCB,NC,2017,35175,North Carolina,121.1493749,149,235434075
3833,NCPRB,NC,2017,89578,North Carolina,121.1493749,149,235434075
3834,NGMPB,NC,2017,0,North Carolina,121.1493749,149,235434075
3835,NGMPK,NC,2017,0,North Carolina,121.1493749,149,235434075
3836,NGMPP,NC,2017,0,North Carolina,121.1493749,149,235434075
3837,NUETB,NC,2017,443192,North Carolina,121.1493749,149,235434075
3838,PAPRB,NC,2017,0,North Carolina,121.1493749,149,235434075
3839,PAPRP,NC,2017,0,North Carolina,121.1493749,149,235434075
3840,REPRB,NC,2017,215578,North Carolina,121.1493749,149,235434075
3841,SOTCB,NC,2017,49099,North Carolina,121.1493749,149,235434075
3842,TEPRB,NC,2017,658771,North Carolina,121.1493749,149,235434075
3843,TETCB,NC,2017,2575147,North Carolina,121.1493749,149,235434075
3844,WDEXB,NC,2017,17708,North Carolina,121.1493749,149,235434075
3845,WDPRB,NC,2017,115730,North Carolina,121.1493749,149,235434075
3846,WDTCB,NC,2017,98021,North Carolina,121.1493749,149,235434075
3847,WSTCB,NC,2017,10048,North Carolina,121.1493749,149,235434075
3848,WWPRB,NC,2017,125778,North Carolina,121.1493749,149,235434075
3849,WYTCB,NC,2017,4337,North Carolina,121.1493749,149,235434075
3850,BDFDB,ND,2017,10389,North Dakota,56.92163503,19,477713
3851,BDPRP,ND,2017,1912,North Dakota,56.92163503,19,477713
3852,BFFDB,ND,2017,79984,North Dakota,56.92163503,19,477713
3853,BFPRP,ND,2017,14117,North Dakota,56.92163503,19,477713
3854,CLPRB,ND,2017,394022,North Dakota,56.92163503,19,477713
3855,CLPRK,ND,2017,13.687,North Dakota,56.92163503,19,477713
3856,CLPRP,ND,2017,28788,North Dakota,56.92163503,19,477713
3857,COPRK,ND,2017,5.723,North Dakota,56.92163503,19,477713
3858,EMFDB,ND,2017,69595,North Dakota,56.92163503,19,477713
3859,ENPRP,ND,2017,12205,North Dakota,56.92163503,19,477713
3860,GETCB,ND,2017,978,North Dakota,56.92163503,19,477713
3861,HYTCB,ND,2017,23789,North Dakota,56.92163503,19,477713
3862,NCPRB,ND,2017,129426,North Dakota,56.92163503,19,477713
3863,NGMPB,ND,2017,857330,North Dakota,56.92163503,19,477713
3864,NGMPK,ND,2017,1.443,North Dakota,56.92163503,19,477713
3865,NGMPP,ND,2017,593998,North Dakota,56.92163503,19,477713
3866,NUETB,ND,2017,0,North Dakota,56.92163503,19,477713
3867,PAPRB,ND,2017,2235455,North Dakota,56.92163503,19,477713
3868,PAPRP,ND,2017,390609,North Dakota,56.92163503,19,477713
3869,REPRB,ND,2017,212086,North Dakota,56.92163503,19,477713
3870,SOTCB,ND,2017,7,North Dakota,56.92163503,19,477713
3871,TEPRB,ND,2017,3698893,North Dakota,56.92163503,19,477713
3872,TETCB,ND,2017,633995,North Dakota,56.92163503,19,477713
3873,WDEXB,ND,2017,0,North Dakota,56.92163503,19,477713
3874,WDPRB,ND,2017,839,North Dakota,56.92163503,19,477713
3875,WDTCB,ND,2017,839,North Dakota,56.92163503,19,477713
3876,WSTCB,ND,2017,1837,North Dakota,56.92163503,19,477713
3877,WWPRB,ND,2017,2676,North Dakota,56.92163503,19,477713
3878,WYTCB,ND,2017,104653,North Dakota,56.92163503,19,477713
3879,BDFDB,NE,2017,6295,Nebraska,47.87762064,263,3743400
3880,BDPRP,NE,2017,1159,Nebraska,47.87762064,263,3743400
3881,BFFDB,NE,2017,290063,Nebraska,47.87762064,263,3743400
3882,BFPRP,NE,2017,50924,Nebraska,47.87762064,263,3743400
3883,CLPRB,NE,2017,0,Nebraska,47.87762064,263,3743400
3884,CLPRK,NE,2017,0,Nebraska,47.87762064,263,3743400
3885,CLPRP,NE,2017,0,Nebraska,47.87762064,263,3743400
3886,COPRK,NE,2017,5.723,Nebraska,47.87762064,263,3743400
3887,EMFDB,NE,2017,283769,Nebraska,47.87762064,263,3743400
3888,ENPRP,NE,2017,49765,Nebraska,47.87762064,263,3743400
3889,GETCB,NE,2017,1212,Nebraska,47.87762064,263,3743400
3890,HYTCB,NE,2017,13719,Nebraska,47.87762064,263,3743400
3891,NCPRB,NE,2017,61990,Nebraska,47.87762064,263,3743400
3892,NGMPB,NE,2017,483,Nebraska,47.87762064,263,3743400
3893,NGMPK,NE,2017,1.061,Nebraska,47.87762064,263,3743400
3894,NGMPP,NE,2017,455,Nebraska,47.87762064,263,3743400
3895,NUETB,NE,2017,72300,Nebraska,47.87762064,263,3743400
3896,PAPRB,NE,2017,11978,Nebraska,47.87762064,263,3743400
3897,PAPRP,NE,2017,2093,Nebraska,47.87762064,263,3743400
3898,REPRB,NE,2017,355970,Nebraska,47.87762064,263,3743400
3899,SOTCB,NE,2017,220,Nebraska,47.87762064,263,3743400
3900,TEPRB,NE,2017,440731,Nebraska,47.87762064,263,3743400
3901,TETCB,NE,2017,873303,Nebraska,47.87762064,263,3743400
3902,WDEXB,NE,2017,0,Nebraska,47.87762064,263,3743400
3903,WDPRB,NE,2017,2330,Nebraska,47.87762064,263,3743400
3904,WDTCB,NE,2017,2330,Nebraska,47.87762064,263,3743400
3905,WSTCB,NE,2017,1587,Nebraska,47.87762064,263,3743400
3906,WWPRB,NE,2017,3917,Nebraska,47.87762064,263,3743400
3907,WYTCB,NE,2017,46840,Nebraska,47.87762064,263,3743400
3908,BDFDB,NH,2017,245,New Hampshire,13.51181074,39,1307930
3909,BDPRP,NH,2017,45,New Hampshire,13.51181074,39,1307930
3910,BFFDB,NH,2017,245,New Hampshire,13.51181074,39,1307930
3911,BFPRP,NH,2017,45,New Hampshire,13.51181074,39,1307930
3912,CLPRB,NH,2017,0,New Hampshire,13.51181074,39,1307930
3913,CLPRK,NH,2017,0,New Hampshire,13.51181074,39,1307930
3914,CLPRP,NH,2017,0,New Hampshire,13.51181074,39,1307930
3915,COPRK,NH,2017,0,New Hampshire,13.51181074,39,1307930
3916,EMFDB,NH,2017,0,New Hampshire,13.51181074,39,1307930
3917,ENPRP,NH,2017,0,New Hampshire,13.51181074,39,1307930
3918,GETCB,NH,2017,29,New Hampshire,13.51181074,39,1307930
3919,HYTCB,NH,2017,13022,New Hampshire,13.51181074,39,1307930
3920,NCPRB,NH,2017,17718,New Hampshire,13.51181074,39,1307930
3921,NGMPB,NH,2017,0,New Hampshire,13.51181074,39,1307930
3922,NGMPK,NH,2017,0,New Hampshire,13.51181074,39,1307930
3923,NGMPP,NH,2017,0,New Hampshire,13.51181074,39,1307930
3924,NUETB,NH,2017,104493,New Hampshire,13.51181074,39,1307930
3925,PAPRB,NH,2017,0,New Hampshire,13.51181074,39,1307930
3926,PAPRP,NH,2017,0,New Hampshire,13.51181074,39,1307930
3927,REPRB,NH,2017,59871,New Hampshire,13.51181074,39,1307930
3928,SOTCB,NH,2017,875,New Hampshire,13.51181074,39,1307930
3929,TEPRB,NH,2017,164364,New Hampshire,13.51181074,39,1307930
3930,TETCB,NH,2017,317785,New Hampshire,13.51181074,39,1307930
3931,WDEXB,NH,2017,0,New Hampshire,13.51181074,39,1307930
3932,WDPRB,NH,2017,37268,New Hampshire,13.51181074,39,1307930
3933,WDTCB,NH,2017,37268,New Hampshire,13.51181074,39,1307930
3934,WSTCB,NH,2017,4640,New Hampshire,13.51181074,39,1307930
3935,WWPRB,NH,2017,41908,New Hampshire,13.51181074,39,1307930
3936,WYTCB,NH,2017,3792,New Hampshire,13.51181074,39,1307930
3937,BDFDB,NJ,2017,191,New Jersey,99.35210038,48,881961
3938,BDPRP,NJ,2017,35,New Jersey,99.35210038,48,881961
3939,BFFDB,NJ,2017,191,New Jersey,99.35210038,48,881961
3940,BFPRP,NJ,2017,35,New Jersey,99.35210038,48,881961
3941,CLPRB,NJ,2017,0,New Jersey,99.35210038,48,881961
3942,CLPRK,NJ,2017,0,New Jersey,99.35210038,48,881961
3943,CLPRP,NJ,2017,0,New Jersey,99.35210038,48,881961
3944,COPRK,NJ,2017,0,New Jersey,99.35210038,48,881961
3945,EMFDB,NJ,2017,0,New Jersey,99.35210038,48,881961
